source_order,source_id,source_title,source_url,relationship,anchor,target_url
34,D08,Dog Haircut vs Trim vs Shave: How Groomers Choose the Right Option,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/,Supporting,dog dematting versus shaving,https://smspetgrooming.ae/dog-dematting-vs-shaving/
34,D08,Dog Haircut vs Trim vs Shave: How Groomers Choose the Right Option,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/,Supporting,double-coated dogs in Dubai,https://smspetgrooming.ae/double-coated-dogs-dubai/
34,D08,Dog Haircut vs Trim vs Shave: How Groomers Choose the Right Option,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/,Supporting,dog grooming prices in Dubai,https://smspetgrooming.ae/dog-grooming-prices-dubai/
35,D12,"Shih Tzu Grooming: Schedule, Coat Care and Popular Haircut Options",https://smspetgrooming.ae/shih-tzu-grooming/,Primary CTA,small-dog grooming in Dubai,https://smspetgrooming.ae/dog-grooming/
35,D12,"Shih Tzu Grooming: Schedule, Coat Care and Popular Haircut Options",https://smspetgrooming.ae/shih-tzu-grooming/,Supporting,dog grooming prices in Dubai,https://smspetgrooming.ae/dog-grooming-prices-dubai/
35,D12,"Shih Tzu Grooming: Schedule, Coat Care and Popular Haircut Options",https://smspetgrooming.ae/shih-tzu-grooming/,Supporting,dog haircut versus trim versus shave,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/
35,D12,"Shih Tzu Grooming: Schedule, Coat Care and Popular Haircut Options",https://smspetgrooming.ae/shih-tzu-grooming/,Supporting,how often to groom a dog,https://smspetgrooming.ae/how-often-groom-dog/
36,D13,"Pomeranian Grooming: Coat Care, Deshedding and Trimming",https://smspetgrooming.ae/pomeranian-grooming/,Primary CTA,professional small-dog grooming in Dubai,https://smspetgrooming.ae/dog-grooming/
36,D13,"Pomeranian Grooming: Coat Care, Deshedding and Trimming",https://smspetgrooming.ae/pomeranian-grooming/,Supporting,double-coated dogs in Dubai,https://smspetgrooming.ae/double-coated-dogs-dubai/
36,D13,"Pomeranian Grooming: Coat Care, Deshedding and Trimming",https://smspetgrooming.ae/pomeranian-grooming/,Supporting,dog deshedding,https://smspetgrooming.ae/dog-deshedding/
36,D13,"Pomeranian Grooming: Coat Care, Deshedding and Trimming",https://smspetgrooming.ae/pomeranian-grooming/,Supporting,dog haircut versus trim versus shave,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/
37,D14,Golden Retriever Grooming: Shedding Control and Coat Maintenance,https://smspetgrooming.ae/golden-retriever-grooming/,Primary CTA,professional mobile dog grooming in Dubai,https://smspetgrooming.ae/dog-grooming/
37,D14,Golden Retriever Grooming: Shedding Control and Coat Maintenance,https://smspetgrooming.ae/golden-retriever-grooming/,Supporting,dog deshedding,https://smspetgrooming.ae/dog-deshedding/
37,D14,Golden Retriever Grooming: Shedding Control and Coat Maintenance,https://smspetgrooming.ae/golden-retriever-grooming/,Supporting,double-coated dogs in Dubai,https://smspetgrooming.ae/double-coated-dogs-dubai/
37,D14,Golden Retriever Grooming: Shedding Control and Coat Maintenance,https://smspetgrooming.ae/golden-retriever-grooming/,Supporting,dog grooming prices in Dubai,https://smspetgrooming.ae/dog-grooming-prices-dubai/
38,D15,"Poodle Grooming: Coat Maintenance, Appointment Frequency and Style Choices",https://smspetgrooming.ae/poodle-grooming/,Primary CTA,view full dog grooming packages in Dubai,https://smspetgrooming.ae/dog-grooming/
38,D15,"Poodle Grooming: Coat Maintenance, Appointment Frequency and Style Choices",https://smspetgrooming.ae/poodle-grooming/,Supporting,dog haircut versus trim versus shave,https://smspetgrooming.ae/dog-haircut-vs-trim-vs-shave/
38,D15,"Poodle Grooming: Coat Maintenance, Appointment Frequency and Style Choices",https://smspetgrooming.ae/poodle-grooming/,Supporting,dog dematting versus shaving,https://smspetgrooming.ae/dog-dematting-vs-shaving/
38,D15,"Poodle Grooming: Coat Maintenance, Appointment Frequency and Style Choices",https://smspetgrooming.ae/poodle-grooming/,Supporting,dog grooming prices in Dubai,https://smspetgrooming.ae/dog-grooming-prices-dubai/
39,B02,How Often Do Pet Birds Need Professional Grooming?,https://smspetgrooming.ae/how-often-birds-need-grooming/,Primary CTA,professional bird grooming at home in Dubai,https://smspetgrooming.ae/bird-grooming/
39,B02,How Often Do Pet Birds Need Professional Grooming?,https://smspetgrooming.ae/how-often-birds-need-grooming/,Supporting,what bird grooming includes,https://smspetgrooming.ae/what-does-bird-grooming-include/
39,B02,How Often Do Pet Birds Need Professional Grooming?,https://smspetgrooming.ae/how-often-birds-need-grooming/,Supporting,bird nail trimming,https://smspetgrooming.ae/bird-nail-trimming/
39,B02,How Often Do Pet Birds Need Professional Grooming?,https://smspetgrooming.ae/how-often-birds-need-grooming/,Supporting,bird beak care,https://smspetgrooming.ae/bird-beak-care/
40,B04,"Bird Beak Care: Normal Growth, Warning Signs and Who Should Handle It",https://smspetgrooming.ae/bird-beak-care/,Primary CTA,discuss professional bird grooming in Dubai,https://smspetgrooming.ae/bird-grooming/
40,B04,"Bird Beak Care: Normal Growth, Warning Signs and Who Should Handle It",https://smspetgrooming.ae/bird-beak-care/,Supporting,what bird grooming includes,https://smspetgrooming.ae/what-does-bird-grooming-include/
40,B04,"Bird Beak Care: Normal Growth, Warning Signs and Who Should Handle It",https://smspetgrooming.ae/bird-beak-care/,Supporting,how often birds need grooming,https://smspetgrooming.ae/how-often-birds-need-grooming/
40,B04,"Bird Beak Care: Normal Growth, Warning Signs and Who Should Handle It",https://smspetgrooming.ae/bird-beak-care/,Supporting,bird nail trimming,https://smspetgrooming.ae/bird-nail-trimming/
41,B07,"Parrot Grooming Guide: Nail, Beak and Feather Care",https://smspetgrooming.ae/parrot-grooming-guide/,Primary CTA,professional bird grooming at home in Dubai,https://smspetgrooming.ae/bird-grooming/
41,B07,"Parrot Grooming Guide: Nail, Beak and Feather Care",https://smspetgrooming.ae/parrot-grooming-guide/,Supporting,bird nail trimming,https://smspetgrooming.ae/bird-nail-trimming/
41,B07,"Parrot Grooming Guide: Nail, Beak and Feather Care",https://smspetgrooming.ae/parrot-grooming-guide/,Supporting,bird beak care,https://smspetgrooming.ae/bird-beak-care/
41,B07,"Parrot Grooming Guide: Nail, Beak and Feather Care",https://smspetgrooming.ae/parrot-grooming-guide/,Supporting,how often birds need grooming,https://smspetgrooming.ae/how-often-birds-need-grooming/
42,R04,Should Rabbits Be Bathed? Safe Cleaning and Grooming Alternatives,https://smspetgrooming.ae/should-rabbits-be-bathed/,Primary CTA,discuss safe rabbit grooming at home in Dubai,https://smspetgrooming.ae/rabbit-grooming/
42,R04,Should Rabbits Be Bathed? Safe Cleaning and Grooming Alternatives,https://smspetgrooming.ae/should-rabbits-be-bathed/,Supporting,what professional rabbit grooming includes,https://smspetgrooming.ae/what-does-rabbit-grooming-include/
42,R04,Should Rabbits Be Bathed? Safe Cleaning and Grooming Alternatives,https://smspetgrooming.ae/should-rabbits-be-bathed/,Supporting,how often a rabbit should be groomed,https://smspetgrooming.ae/how-often-groom-rabbit/
42,R04,Should Rabbits Be Bathed? Safe Cleaning and Grooming Alternatives,https://smspetgrooming.ae/should-rabbits-be-bathed/,Supporting,matted rabbit fur,https://smspetgrooming.ae/matted-rabbit-fur/
43,R06,"Matted Rabbit Fur: Causes, Risks and Professional Grooming Options",https://smspetgrooming.ae/matted-rabbit-fur/,Primary CTA,request a rabbit coat assessment in Dubai,https://smspetgrooming.ae/rabbit-grooming/
43,R06,"Matted Rabbit Fur: Causes, Risks and Professional Grooming Options",https://smspetgrooming.ae/matted-rabbit-fur/,Supporting,how often to groom a rabbit,https://smspetgrooming.ae/how-often-groom-rabbit/
43,R06,"Matted Rabbit Fur: Causes, Risks and Professional Grooming Options",https://smspetgrooming.ae/matted-rabbit-fur/,Supporting,should rabbits be bathed,https://smspetgrooming.ae/should-rabbits-be-bathed/
43,R06,"Matted Rabbit Fur: Causes, Risks and Professional Grooming Options",https://smspetgrooming.ae/matted-rabbit-fur/,Future support,long-haired rabbit grooming,https://smspetgrooming.ae/long-haired-rabbit-grooming/
44,B05,Bird Bathing and Feather Cleaning: What Owners Should Know,https://smspetgrooming.ae/bird-bathing-feather-care/,Primary CTA,professional bird grooming at home in Dubai,https://smspetgrooming.ae/bird-grooming/
44,B05,Bird Bathing and Feather Cleaning: What Owners Should Know,https://smspetgrooming.ae/bird-bathing-feather-care/,Supporting,what professional bird grooming includes,https://smspetgrooming.ae/what-does-bird-grooming-include/
44,B05,Bird Bathing and Feather Cleaning: What Owners Should Know,https://smspetgrooming.ae/bird-bathing-feather-care/,Supporting,how often birds need grooming,https://smspetgrooming.ae/how-often-birds-need-grooming/
44,B05,Bird Bathing and Feather Cleaning: What Owners Should Know,https://smspetgrooming.ae/bird-bathing-feather-care/,Future support,African Grey grooming,https://smspetgrooming.ae/african-grey-grooming/
45,B06,Wing and Feather Trimming: Questions to Ask Before a Bird Grooming Appointment,https://smspetgrooming.ae/bird-wing-feather-trimming/,Primary CTA,discuss professional bird grooming in Dubai,https://smspetgrooming.ae/bird-grooming/
45,B06,Wing and Feather Trimming: Questions to Ask Before a Bird Grooming Appointment,https://smspetgrooming.ae/bird-wing-feather-trimming/,Supporting,what bird grooming includes,https://smspetgrooming.ae/what-does-bird-grooming-include/
45,B06,Wing and Feather Trimming: Questions to Ask Before a Bird Grooming Appointment,https://smspetgrooming.ae/bird-wing-feather-trimming/,Supporting,how often birds need grooming,https://smspetgrooming.ae/how-often-birds-need-grooming/
45,B06,Wing and Feather Trimming: Questions to Ask Before a Bird Grooming Appointment,https://smspetgrooming.ae/bird-wing-feather-trimming/,Supporting,parrot grooming guide,https://smspetgrooming.ae/parrot-grooming-guide/
46,B08,"African Grey Grooming: Feather, Nail and Beak Care Considerations",https://smspetgrooming.ae/african-grey-grooming/,Primary CTA,professional bird grooming at home in Dubai,https://smspetgrooming.ae/bird-grooming/
46,B08,"African Grey Grooming: Feather, Nail and Beak Care Considerations",https://smspetgrooming.ae/african-grey-grooming/,Supporting,bird bathing and feather care,https://smspetgrooming.ae/bird-bathing-feather-care/
46,B08,"African Grey Grooming: Feather, Nail and Beak Care Considerations",https://smspetgrooming.ae/african-grey-grooming/,Supporting,bird nail trimming,https://smspetgrooming.ae/bird-nail-trimming/
46,B08,"African Grey Grooming: Feather, Nail and Beak Care Considerations",https://smspetgrooming.ae/african-grey-grooming/,Supporting,bird beak care,https://smspetgrooming.ae/bird-beak-care/
47,B09,"Grooming Small Pet Birds: Budgies, Cockatiels and Lovebirds",https://smspetgrooming.ae/small-pet-bird-grooming/,Primary CTA,professional bird grooming at home in Dubai,https://smspetgrooming.ae/bird-grooming/
47,B09,"Grooming Small Pet Birds: Budgies, Cockatiels and Lovebirds",https://smspetgrooming.ae/small-pet-bird-grooming/,Supporting,how often birds need grooming,https://smspetgrooming.ae/how-often-birds-need-grooming/
47,B09,"Grooming Small Pet Birds: Budgies, Cockatiels and Lovebirds",https://smspetgrooming.ae/small-pet-bird-grooming/,Supporting,bird nail trimming,https://smspetgrooming.ae/bird-nail-trimming/
47,B09,"Grooming Small Pet Birds: Budgies, Cockatiels and Lovebirds",https://smspetgrooming.ae/small-pet-bird-grooming/,Supporting,bird bathing and feather care,https://smspetgrooming.ae/bird-bathing-feather-care/
48,R05,Rabbit Shedding Season: Managing Loose Fur and Coat Changes,https://smspetgrooming.ae/rabbit-shedding-season/,Primary CTA,professional rabbit grooming at home in Dubai,https://smspetgrooming.ae/rabbit-grooming/
48,R05,Rabbit Shedding Season: Managing Loose Fur and Coat Changes,https://smspetgrooming.ae/rabbit-shedding-season/,Supporting,how often to groom a rabbit,https://smspetgrooming.ae/how-often-groom-rabbit/
48,R05,Rabbit Shedding Season: Managing Loose Fur and Coat Changes,https://smspetgrooming.ae/rabbit-shedding-season/,Supporting,matted rabbit fur,https://smspetgrooming.ae/matted-rabbit-fur/
48,R05,Rabbit Shedding Season: Managing Loose Fur and Coat Changes,https://smspetgrooming.ae/rabbit-shedding-season/,Future support,long-haired rabbit grooming,https://smspetgrooming.ae/long-haired-rabbit-grooming/
49,R07,Long-Haired Rabbit Grooming: Angora and Lionhead Coat Care,https://smspetgrooming.ae/long-haired-rabbit-grooming/,Primary CTA,professional rabbit grooming at home in Dubai,https://smspetgrooming.ae/rabbit-grooming/
49,R07,Long-Haired Rabbit Grooming: Angora and Lionhead Coat Care,https://smspetgrooming.ae/long-haired-rabbit-grooming/,Supporting,matted rabbit fur,https://smspetgrooming.ae/matted-rabbit-fur/
49,R07,Long-Haired Rabbit Grooming: Angora and Lionhead Coat Care,https://smspetgrooming.ae/long-haired-rabbit-grooming/,Supporting,rabbit shedding season,https://smspetgrooming.ae/rabbit-shedding-season/
49,R07,Long-Haired Rabbit Grooming: Angora and Lionhead Coat Care,https://smspetgrooming.ae/long-haired-rabbit-grooming/,Supporting,how often to groom a rabbit,https://smspetgrooming.ae/how-often-groom-rabbit/
50,R08,How to Prepare a Rabbit for a Mobile Grooming Appointment,https://smspetgrooming.ae/prepare-rabbit-mobile-grooming/,Primary CTA,book rabbit grooming at your Dubai home,https://smspetgrooming.ae/rabbit-grooming/
50,R08,How to Prepare a Rabbit for a Mobile Grooming Appointment,https://smspetgrooming.ae/prepare-rabbit-mobile-grooming/,Supporting,what rabbit grooming includes,https://smspetgrooming.ae/what-does-rabbit-grooming-include/
50,R08,How to Prepare a Rabbit for a Mobile Grooming Appointment,https://smspetgrooming.ae/prepare-rabbit-mobile-grooming/,Supporting,matted rabbit fur,https://smspetgrooming.ae/matted-rabbit-fur/
50,R08,How to Prepare a Rabbit for a Mobile Grooming Appointment,https://smspetgrooming.ae/prepare-rabbit-mobile-grooming/,Supporting,should rabbits be bathed,https://smspetgrooming.ae/should-rabbits-be-bathed/
